category,ordinal,month,year,rateaccount,property,sgid,type,streetnumber,streetname,suburb,account,install,device,uomdesc,uom,readings,afterrandvalue,randvalue,
LPU-Demand  | LV,378,June,2019,501786699,ERF 1133 of MARSHALLS TOWN,T0IR0422000000011330000000,Non Residential,4,HARRISON STREET,MARSHALLS TOWN,220015980,3002672693,80395558,KRH,3,129,25,0
LPU-Demand  | LV,379,June,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016013,3002672701,80395560,KVA,1,933,174658,0
LPU-Demand  | LV,380,June,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016013,3002672701,80395560,KWH,2,778000,510757,0
LPU-Demand  | LV,381,June,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016020,3002672708,85750066,KVA,1,115,21607,0
LPU-Demand  | LV,382,June,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016020,3002672708,85750066,KWH,2,73984,48571,0
LPU-Demand  | LV,383,June,2019,554963165,ERF 1154 of MARSHALLS TOWN,T0IR0422000000011540000000,Non Residential,53,MAIN STREET,MARSHALLS TOWN,220016038,3002672710,63029360,KVA,1,70,13104,0
LPU-Demand  | LV,384,June,2019,554963165,ERF 1154 of MARSHALLS TOWN,T0IR0422000000011540000000,Non Residential,53,MAIN STREET,MARSHALLS TOWN,220016038,3002672710,63029360,KWH,2,14440,9480,0
LPU-Demand  | LV,385,June,2019,501786603,ERF 1253 of MARSHALLS TOWN,T0IR0422000000012530000000,Non Residential,32,ANDERSON STREET,MARSHALLS TOWN,220016197,3002676634,80395300,KVA,1,661,123739,0
LPU-Demand  | LV,386,June,2019,501786603,ERF 1253 of MARSHALLS TOWN,T0IR0422000000012530000000,Non Residential,32,ANDERSON STREET,MARSHALLS TOWN,220016197,3002676634,80395300,KWH,2,659024,432649,0
LPU-Demand  | LV,387,June,2019,501786603,ERF 1253 of MARSHALLS TOWN,T0IR0422000000012530000000,Non Residential,32,ANDERSON STREET,MARSHALLS TOWN,220016197,3002676634,80395300,KRH,3,10934,2146,0
LPU-Demand  | LV,388,June,2019,501832401,ERF 1042 of MARSHALLS EXT.1,T0IR0422001000010420000000,Non Residential,17,THORPE STREET,MARSHALLS TOWN,220016260,3002672830,80395463,KVA,1,70,13110,0
LPU-Demand  | LV,389,June,2019,501832401,ERF 1042 of MARSHALLS EXT.1,T0IR0422001000010420000000,Non Residential,17,THORPE STREET,MARSHALLS TOWN,220016260,3002672830,80395463,KWH,2,45930,30153,0
LPU-Demand  | LV,390,June,2019,501826084,ERF 162 of SELBY,T0IR0597000000001620000000,Non Residential,26,LOVEDAY STREET,SELBY,220016503,3002668143,63193387,KVA,1,134,25253,0
LPU-Demand  | LV,391,June,2019,501826084,ERF 162 of SELBY,T0IR0597000000001620000000,Non Residential,26,LOVEDAY STREET,SELBY,220016503,3002668143,63193387,KWH,2,70394,46214,0
LPU-Demand  | LV,392,June,2019,505328202,ERF 202 of SELBY,T0IR0597000000002020000000,Non Residential,171,ELOFF STREET,SELBY,220016567,3003412021,63030034.,KVA,1,127,23774,0
LPU-Demand  | LV,393,June,2019,505328202,ERF 202 of SELBY,T0IR0597000000002020000000,Non Residential,171,ELOFF STREET,SELBY,220016567,3003412021,63030034.,KWH,2,42053,27764,0
LPU-Demand  | LV,394,June,2019,504325167,ERF 325 of SELBY,T0IR0597000000003250000000,Non Residential,30,JOHN STREET WEST,SELBY,220016574,3002668179,98369973,KVA,1,70,13104,0
LPU-Demand  | LV,395,June,2019,504325167,ERF 325 of SELBY,T0IR0597000000003250000000,Non Residential,30,JOHN STREET WEST,SELBY,220016574,3002668179,98369973,KWH,2,11968,7857,0
LPU-Demand  | LV,396,June,2019,504325167,ERF 325 of SELBY,T0IR0597000000003250000000,Non Residential,30,JOHN STREET WEST,SELBY,220016574,3002668179,98369973,KRH,3,415,82,0
LPU-Demand  | LV,397,June,2019,501839911,ERF 512 of SELBY EXT.11,T0IR0597011000005120000000,Non Residential,6,PROP STREET,SELBY,220016609,3002668191,80395275,KVA,1,70,13104,0
LPU-Demand  | LV,398,June,2019,501839911,ERF 512 of SELBY EXT.11,T0IR0597011000005120000000,Non Residential,6,PROP STREET,SELBY,220016609,3002668191,80395275,KWH,2,1042,684,0
LPU-Demand  | LV,399,June,2019,501839911,ERF 512 of SELBY EXT.11,T0IR0597011000005120000000,Non Residential,6,PROP STREET,SELBY,220016609,3002668191,80395275,KRH,3,154,30,0
LPU-Demand  | LV,400,June,2019,500197490,ERF 2 of ELECTRON,T0IR0218000000000020000000,Non Residential,6,ENERGY ROAD,ELECTRON,220016951,3002671978,98452857,KVA,1,242,45375,0
LPU-Demand  | LV,401,June,2019,500197490,ERF 2 of ELECTRON,T0IR0218000000000020000000,Non Residential,6,ENERGY ROAD,ELECTRON,220016951,3002671978,98452857,KWH,2,66844,43883,0
LPU-Demand  | LV,402,June,2019,500197490,ERF 2 of ELECTRON,T0IR0218000000000020000000,Non Residential,6,ENERGY ROAD,ELECTRON,220016951,3002671978,98452857,KRH,3,16877,3313,0
LPU-Demand  | LV,403,June,2019,500196714,ERF 41 of ELECTRON,T0IR0218000000000410000000,Non Residential,24,MESON ROAD,ELECTRON,220017017,3002672014,98453629,KVA,1,70,13104,0
LPU-Demand  | LV,404,June,2019,500196714,ERF 41 of ELECTRON,T0IR0218000000000410000000,Non Residential,24,MESON ROAD,ELECTRON,220017017,3002672014,98453629,KWH,2,23920,15703,0
LPU-Demand  | LV,405,June,2019,500196714,ERF 41 of ELECTRON,T0IR0218000000000410000000,Non Residential,24,MESON ROAD,ELECTRON,220017017,3002672014,98453629,KRH,3,2920,573,0
LPU-Demand  | LV,406,June,2019,500180249,ERF 54 of ELECTRON,T0IR0218000000000540000000,Non Residential,1,PROTON ROAD,ELECTRON,220017031,3002672025,98369683,KVA,1,274,51428,0
LPU-Demand  | LV,407,June,2019,500180249,ERF 54 of ELECTRON,T0IR0218000000000540000000,Non Residential,1,PROTON ROAD,ELECTRON,220017031,3002672025,98369683,KWH,2,193270,126882,0
LPU-Demand  | LV,408,June,2019,500180249,ERF 54 of ELECTRON,T0IR0218000000000540000000,Non Residential,1,PROTON ROAD,ELECTRON,220017031,3002672025,98369683,KRH,3,27449,5388,0
LPU-Demand  | LV,409,June,2019,504885747,ERF 58 of ELECTRON,T0IR0218000000000580000000,Non Residential,423,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220017056,3002672033,63020769,KVA,1,70,13104,0
LPU-Demand  | LV,410,June,2019,504885747,ERF 58 of ELECTRON,T0IR0218000000000580000000,Non Residential,423,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220017056,3002672033,63020769,KWH,2,25480,16728,0
LPU-Demand  | LV,411,June,2019,504885747,ERF 58 of ELECTRON,T0IR0218000000000580000000,Non Residential,423,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220017056,3002672033,63020769,KRH,3,513,101,0
LPU-Demand  | LV,412,June,2019,500197958,ERF 781 of LINMEYER,T0IR0398000000007810000000,Non Residential,110,DIEDRICKS AVENUE,LINMEYER,220017218,3002674918,93708221,KVA,1,172,32229,0
LPU-Demand  | LV,413,June,2019,500197958,ERF 781 of LINMEYER,T0IR0398000000007810000000,Non Residential,110,DIEDRICKS AVENUE,LINMEYER,220017218,3002674918,93708221,KWH,2,75544,49595,0
LPU-Demand  | LV,414,June,2019,503877313,ERF 1280 of MARSHALLS TOWN,T0IR0422000000012800000000,Non Residential,119,FOX STREET,MARSHALLS TOWN,220017320,3003533660,93708205,KVA,1,229,43046,0
LPU-Demand  | LV,415,June,2019,503877313,ERF 1280 of MARSHALLS TOWN,T0IR0422000000012800000000,Non Residential,119,FOX STREET,MARSHALLS TOWN,220017320,3003533660,93708205,KWH,2,115384,75750,0
LPU-Demand  | LV,416,June,2019,503877313,ERF 1280 of MARSHALLS TOWN,T0IR0422000000012800000000,Non Residential,119,FOX STREET,MARSHALLS TOWN,220017320,3003533660,93708205,KRH,3,5288,1038,0
LPU-Demand  | LV,417,June,2019,500182623,ERF 1173 of MARSHALLS TOWN,T0IR0422000000011730000000,Non Residential,93,FOX STREET,MARSHALLS TOWN,220017480,3002650878,85189596,KVA,1,70,13104,0
LPU-Demand  | LV,418,June,2019,500182623,ERF 1173 of MARSHALLS TOWN,T0IR0422000000011730000000,Non Residential,93,FOX STREET,MARSHALLS TOWN,220017480,3002650878,85189596,KWH,2,21900,14377,0
LPU-Demand  | LV,419,June,2019,500182623,ERF 1173 of MARSHALLS TOWN,T0IR0422000000011730000000,Non Residential,93,FOX STREET,MARSHALLS TOWN,220017480,3002650878,85189596,KRH,3,920,181,0
LPU-Demand  | LV,420,June,2019,500195365,ERF 1218 of MARSHALLS TOWN,T0IR0422000000012180000000,Non Residential,7,ALBERT STREET,MARSHALLS TOWN,220017546,3002670709,63021250,KVA,1,91,17035,0
LPU-Demand  | LV,421,June,2019,500195365,ERF 1218 of MARSHALLS TOWN,T0IR0422000000012180000000,Non Residential,7,ALBERT STREET,MARSHALLS TOWN,220017546,3002670709,63021250,KWH,2,45419,29975,0
LPU-Demand  | LV,422,June,2019,500195365,ERF 1218 of MARSHALLS TOWN,T0IR0422000000012180000000,Non Residential,7,ALBERT STREET,MARSHALLS TOWN,220017546,3002670709,63021250,KRH,3,4960,974,0
LPU-Demand  | LV,423,June,2019,500182743,Portion 1 of ERF 567 of SOUTH HILLS,T0IR0615000000005670000100,Non Residential,15,ZASTRON ROAD,SOUTH HILLS,220017627,3002670762,93750658,KVA,1,70,13104,0
LPU-Demand  | LV,424,June,2019,500182743,Portion 1 of ERF 567 of SOUTH HILLS,T0IR0615000000005670000100,Non Residential,15,ZASTRON ROAD,SOUTH HILLS,220017627,3002670762,93750658,KWH,2,778,511,0
LPU-Demand  | LV,425,June,2019,504042176,Portion 2 of ERF 9 of STEELEDALE,T0IR0628000000000090000200,Non Residential,18,STEELE STREET,STEELEDALE,220017793,3002674101,83834782,KVA,1,285,53352,0
LPU-Demand  | LV,426,June,2019,504042176,Portion 2 of ERF 9 of STEELEDALE,T0IR0628000000000090000200,Non Residential,18,STEELE STREET,STEELEDALE,220017793,3002674101,83834782,KWH,2,91490,60063,0
LPU-Demand  | LV,427,June,2019,500199560,REM of ERF 249 of THULISA PARK,T0IR06700000000024900000RE,Non Residential,54,TENNYSON ROAD,TULISA PARK,220017923,3002674170,98370623,KVA,1,70,13104,0
LPU-Demand  | LV,428,June,2019,500199560,REM of ERF 249 of THULISA PARK,T0IR06700000000024900000RE,Non Residential,54,TENNYSON ROAD,TULISA PARK,220017923,3002674170,98370623,KWH,2,644,423,0
LPU-Demand  | LV,429,June,2019,500198503,REM of ERF 260 of THULISA PARK,T0IR06700000000026000000RE,Non Residential,181,* *,TULISA PARK,220018050,3002651764,83834833,KVA,1,140,26208,0
LPU-Demand  | LV,430,June,2019,500198503,REM of ERF 260 of THULISA PARK,T0IR06700000000026000000RE,Non Residential,181,* *,TULISA PARK,220018050,3002651764,83834833,KWH,2,38976,9352,0
LPU-Demand  | LV,431,June,2019,500183031,Portion 2 of ERF 263 of THULISA PARK,T0IR0670000000002630000200,Non Residential,147,* *,TULISA PARK,220018081,3002676808,83834445,KVA,1,374,70050,0
LPU-Demand  | LV,432,June,2019,500183031,Portion 2 of ERF 263 of THULISA PARK,T0IR0670000000002630000200,Non Residential,147,* *,TULISA PARK,220018081,3002676808,83834445,KWH,2,182000,119483,0
LPU-Demand  | LV,433,June,2019,504891035,Portion 2 of ERF 264 of THULISA PARK,T0IR0670000000002640000200,Non Residential,44,TENNYSON ROAD,TULISA PARK,220018109,3002651784,351406001873,KVA,1,94,17625,0
LPU-Demand  | LV,434,June,2019,504891035,Portion 2 of ERF 264 of THULISA PARK,T0IR0670000000002640000200,Non Residential,44,TENNYSON ROAD,TULISA PARK,220018109,3002651784,351406001873,KWH,2,16786,11020,0
LPU-Demand  | LV,435,June,2019,504891035,Portion 2 of ERF 264 of THULISA PARK,T0IR0670000000002640000200,Non Residential,44,TENNYSON ROAD,TULISA PARK,220018109,3002651784,351406001873,KRH,3,7295,1432,0
LPU-Demand  | LV,436,June,2019,300857854,ERF 3190 of WITPOORTJIE,T0IQ0496000000031900000000,Non Residential,57,MC GRATH AVENUE,WITPOORTJIE,220018902,3003020474,98369676,KVA,1,583,109138,0
LPU-Demand  | LV,437,June,2019,300857854,ERF 3190 of WITPOORTJIE,T0IQ0496000000031900000000,Non Residential,57,MC GRATH AVENUE,WITPOORTJIE,220018902,3003020474,98369676,KWH,2,339962,223185,0
LPU-Demand  | LV,438,June,2019,300857854,ERF 3190 of WITPOORTJIE,T0IQ0496000000031900000000,Non Residential,57,MC GRATH AVENUE,WITPOORTJIE,220018902,3003020474,98369676,KRH,3,468,92,0
LPU-Demand  | LV,439,June,2019,300870260,ERF 3418 of WITPOORTJIE,T0IQ0496000000034180000000,Non Residential,30,GENERAL PIENAAR AVENUE,WITPOORTJIE,220018910,3002669049,63031624,KVA,1,117,21921,0
LPU-Demand  | LV,440,June,2019,300870260,ERF 3418 of WITPOORTJIE,T0IQ0496000000034180000000,Non Residential,30,GENERAL PIENAAR AVENUE,WITPOORTJIE,220018910,3002669049,63031624,KWH,2,74848,49138,0
LPU-Demand  | LV,441,June,2019,300870260,ERF 3418 of WITPOORTJIE,T0IQ0496000000034180000000,Non Residential,30,GENERAL PIENAAR AVENUE,WITPOORTJIE,220018910,3002669049,63031624,KRH,3,10841,2128,0
LPU-Demand  | LV,442,June,2019,300858086,ERF 1227 of WITPOORTJIE EXT.1,T0IQ0496001000012270000000,Non Residential,628,CORLETT AVENUE,WITPOORTJIE,220018941,3002669062,98370096,KVA,1,74,13935,0
LPU-Demand  | LV,443,June,2019,300858086,ERF 1227 of WITPOORTJIE EXT.1,T0IQ0496001000012270000000,Non Residential,628,CORLETT AVENUE,WITPOORTJIE,220018941,3002669062,98370096,KWH,2,66918,43932,0
LPU-Demand  | LV,444,June,2019,300858086,ERF 1227 of WITPOORTJIE EXT.1,T0IQ0496001000012270000000,Non Residential,628,CORLETT AVENUE,WITPOORTJIE,220018941,3002669062,98370096,KRH,3,7726,1517,0
LPU-Demand  | LV,445,June,2019,503699988,ERF 354 of KENILWORTH,T0IR0356000000003540000000,Non Residential,190,DE VILLIERS STREET,KENILWORTH,220019198,3002676865,94918083,KVA,1,165,30963,0
LPU-Demand  | LV,446,June,2019,503699988,ERF 354 of KENILWORTH,T0IR0356000000003540000000,Non Residential,190,DE VILLIERS STREET,KENILWORTH,220019198,3002676865,94918083,KWH,2,136158,89388,0
LPU-Demand  | LV,447,June,2019,503699988,ERF 354 of KENILWORTH,T0IR0356000000003540000000,Non Residential,190,DE VILLIERS STREET,KENILWORTH,220019198,3002676865,94918083,KRH,3,29355,5763,0
LPU-Demand  | LV,448,June,2019,505261237,ERF 1127 of KENILWORTH,T0IR0356000000011270000000,Non Residential,218,BERTHA STREET,KENILWORTH,220019215,3002672376,83834784,KVA,1,418,78289,0
LPU-Demand  | LV,449,June,2019,505261237,ERF 1127 of KENILWORTH,T0IR0356000000011270000000,Non Residential,218,BERTHA STREET,KENILWORTH,220019215,3002672376,83834784,KWH,2,350330,229992,0
LPU-Demand  | LV,450,June,2019,501845182,ERF 1135 of KENILWORTH,T0IR0356000000011350000000,Non Residential,183,MAIN STREET,KENILWORTH,220019222,3002672378,207701035,KVA,1,70,13104,0
LPU-Demand  | LV,451,June,2019,501845182,ERF 1135 of KENILWORTH,T0IR0356000000011350000000,Non Residential,183,MAIN STREET,KENILWORTH,220019222,3002672378,207701035,KWH,2,20324,13343,0
LPU-Demand  | LV,452,June,2019,501845182,ERF 1135 of KENILWORTH,T0IR0356000000011350000000,Non Residential,183,MAIN STREET,KENILWORTH,220019222,3002672378,207701035,KRH,3,1575,309,0
LPU-Demand  | LV,453,June,2019,501870894,REM of ERF 370 of MARSHALLS TOWN,T0IR04220000000037000000RE,Non Residential,134,FOX STREET,MARSHALLS TOWN,220019423,3002653174,96948230,KVA,1,70,13104,0
LPU-Demand  | LV,454,June,2019,501870894,REM of ERF 370 of MARSHALLS TOWN,T0IR04220000000037000000RE,Non Residential,134,FOX STREET,MARSHALLS TOWN,220019423,3002653174,96948230,KWH,2,11922,7827,0
LPU-Demand  | LV,455,June,2019,501870894,REM of ERF 370 of MARSHALLS TOWN,T0IR04220000000037000000RE,Non Residential,134,FOX STREET,MARSHALLS TOWN,220019423,3002653174,96948230,KRH,3,138,27,0
LPU-Demand  | LV,456,June,2019,504390783,ERF 509 of MARSHALLS TOWN,T0IR0422000000005090000000,Non Residential,165,FOX STREET,MARSHALLS TOWN,220019494,3002653202,63024787,KVA,1,70,13104,0
LPU-Demand  | LV,457,June,2019,504390783,ERF 509 of MARSHALLS TOWN,T0IR0422000000005090000000,Non Residential,165,FOX STREET,MARSHALLS TOWN,220019494,3002653202,63024787,KWH,2,10486,6884,0
LPU-Demand  | LV,458,June,2019,501848440,ERF 1195 of MARSHALLS TOWN,T0IR0422000000011950000000,Non Residential,164,COMMISSIONER STREET,MARSHALLS TOWN,220019818,3002676881,96948351,KVA,1,95,17912,0
LPU-Demand  | LV,459,June,2019,501848440,ERF 1195 of MARSHALLS TOWN,T0IR0422000000011950000000,Non Residential,164,COMMISSIONER STREET,MARSHALLS TOWN,220019818,3002676881,96948351,KWH,2,15982,10492,0
LPU-Demand  | LV,460,June,2019,504495024,ERF 1204 of MARSHALLS TOWN,T0IR0422000000012040000000,Non Residential,82,FREDERICK STREET,MARSHALLS TOWN,220019832,3002653285,207701046,KVA,1,96,18049,0
LPU-Demand  | LV,461,June,2019,504495024,ERF 1204 of MARSHALLS TOWN,T0IR0422000000012040000000,Non Residential,82,FREDERICK STREET,MARSHALLS TOWN,220019832,3002653285,207701046,KWH,2,33028,21683,0
LPU-Demand  | LV,462,June,2019,501877339,ERF 787 of ROSETTENVILLE,T0IR0575000000007870000000,Non Residential,197,MABEL STREET,ROSETTENVILLE,220020080,3002676284,94918014,KVA,1,70,13104,0
LPU-Demand  | LV,463,June,2019,501877339,ERF 787 of ROSETTENVILLE,T0IR0575000000007870000000,Non Residential,197,MABEL STREET,ROSETTENVILLE,220020080,3002676284,94918014,KWH,2,17708,11625,0
LPU-Demand  | LV,464,June,2019,501878371,ERF 788 of ROSETTENVILLE,T0IR0575000000007880000000,Non Residential,201,MABEL STREET,ROSETTENVILLE,220020098,3002676285,63029744,KVA,1,70,13104,0
LPU-Demand  | LV,465,June,2019,501878371,ERF 788 of ROSETTENVILLE,T0IR0575000000007880000000,Non Residential,201,MABEL STREET,ROSETTENVILLE,220020098,3002676285,63029744,KWH,2,21406,14053,0
LPU-Demand  | LV,466,June,2019,501850217,ERF 28 of STAFFORD,T0IR0627000000000280000000,Non Residential,11,HIPPO ROAD,STAFFORD,220020387,3002676299,96056280,KVA,1,100,18895,0
LPU-Demand  | LV,467,June,2019,501850217,ERF 28 of STAFFORD,T0IR0627000000000280000000,Non Residential,11,HIPPO ROAD,STAFFORD,220020387,3002676299,96056280,KWH,2,34082,22375,0
LPU-Demand  | LV,468,June,2019,504629824,ERF 50 of STAFFORD,T0IR0627000000000500000000,Non Residential,28,STEVENS ROAD,STAFFORD,220020404,3002676302,83834732,KVA,1,70,13104,0
LPU-Demand  | LV,469,June,2019,504629824,ERF 50 of STAFFORD,T0IR0627000000000500000000,Non Residential,28,STEVENS ROAD,STAFFORD,220020404,3002676302,83834732,KWH,2,75906,49833,0
LPU-Demand  | LV,470,June,2019,504629824,ERF 50 of STAFFORD,T0IR0627000000000500000000,Non Residential,28,STEVENS ROAD,STAFFORD,220020404,3002676302,83834732,KRH,3,27998,5496,0
LPU-Demand  | LV,471,June,2019,503996927,ERF 80 of STAFFORD,T0IR0627000000000800000000,Non Residential,36,STEVENS ROAD,STAFFORD,220020468,3002669770,98453093,KVA,1,73,13793,0
LPU-Demand  | LV,472,June,2019,503996927,ERF 80 of STAFFORD,T0IR0627000000000800000000,Non Residential,36,STEVENS ROAD,STAFFORD,220020468,3002669770,98453093,KWH,2,33332,21882,0
LPU-Demand  | LV,473,June,2019,503996927,ERF 80 of STAFFORD,T0IR0627000000000800000000,Non Residential,36,STEVENS ROAD,STAFFORD,220020468,3002669770,98453093,KRH,3,1881,369,0
LPU-Demand  | LV,474,June,2019,504997659,ERF 63 of STAFFORD EXT.2,T0IR0627002000000630000000,Non Residential,105,TURFFONTEIN ROAD,STAFFORD,220020490,3002676313,93936787,KVA,1,97,18171,0
LPU-Demand  | LV,475,June,2019,504997659,ERF 63 of STAFFORD EXT.2,T0IR0627002000000630000000,Non Residential,105,TURFFONTEIN ROAD,STAFFORD,220020490,3002676313,93936787,KWH,2,48056,31544,0
LPU-Demand  | LV,476,June,2019,503709509,ERF 75 of STAFFORD EXT.2,T0IR0627002000000750000000,Non Residential,83,TURFFONTEIN ROAD,STAFFORD,220020531,3002676320,94918082,KVA,1,70,13104,0
LPU-Demand  | LV,477,June,2019,503709509,ERF 75 of STAFFORD EXT.2,T0IR0627002000000750000000,Non Residential,83,TURFFONTEIN ROAD,STAFFORD,220020531,3002676320,94918082,KWH,2,19028,12492,0
LPU-Demand  | LV,478,June,2019,503709509,ERF 75 of STAFFORD EXT.2,T0IR0627002000000750000000,Non Residential,83,TURFFONTEIN ROAD,STAFFORD,220020531,3002676320,94918082,KRH,3,4580,899,0
LPU-Demand  | LV,479,June,2019,551184361,ERF 744 of BASSONIA EXT.1,T0IR0040001000007440000000,Non Residential,40,SOETDORING AVENUE,BASSONIA,220020690,3003533676,80395268,KVA,1,433,81170,0
LPU-Demand  | LV,480,June,2019,551184361,ERF 744 of BASSONIA EXT.1,T0IR0040001000007440000000,Non Residential,40,SOETDORING AVENUE,BASSONIA,220020690,3003533676,80395268,KWH,2,400000,262600,0
LPU-Demand  | LV,481,June,2019,500204362,ERF 122 of CITY AND SUBURBAN,T0IR0133000000001220000000,Non Residential,220,FOX STREET,CITY AND SUBURBAN,220020764,3002676348,93935251,KVA,1,70,13104,0
LPU-Demand  | LV,482,June,2019,500204362,ERF 122 of CITY AND SUBURBAN,T0IR0133000000001220000000,Non Residential,220,FOX STREET,CITY AND SUBURBAN,220020764,3002676348,93935251,KWH,2,3050,2002,0
LPU-Demand  | LV,483,June,2019,500204362,ERF 122 of CITY AND SUBURBAN,T0IR0133000000001220000000,Non Residential,220,FOX STREET,CITY AND SUBURBAN,220020764,3002676348,93935251,KRH,3,2202,432,0
LPU-Demand  | LV,484,June,2019,500235674,ERF 177 of CITY AND SUBURBAN,T0IR0133000000001770000000,Non Residential,49,GOUD STREET,CITY AND SUBURBAN,220020806,3002673354,93935211,KVA,1,70,13104,0
LPU-Demand  | LV,485,June,2019,500235674,ERF 177 of CITY AND SUBURBAN,T0IR0133000000001770000000,Non Residential,49,GOUD STREET,CITY AND SUBURBAN,220020806,3002673354,93935211,KWH,2,12514,8215,0
LPU-Demand  | LV,486,June,2019,500235674,ERF 177 of CITY AND SUBURBAN,T0IR0133000000001770000000,Non Residential,49,GOUD STREET,CITY AND SUBURBAN,220020806,3002673354,93935211,KRH,3,816,160,0
LPU-Demand  | LV,487,June,2019,550197424,ERF 977 of CITY AND SUBURBAN,T0IR0133000000009770000000,Vacant Land,2,POLLY,CITY AND SUBURBAN,220020940,3002650063,98370405,KVA,1,70,13104,0
LPU-Demand  | LV,488,June,2019,550197424,ERF 977 of CITY AND SUBURBAN,T0IR0133000000009770000000,Vacant Land,2,POLLY,CITY AND SUBURBAN,220020940,3002650063,98370405,KWH,2,17454,11459,0
LPU-Demand  | LV,489,June,2019,500204482,ERF 1140 of CITY AND SUBURBAN,T0IR0133000000011400000000,Non Residential,206,MARSHALL STREET,CITY AND SUBURBAN,220020958,3002676356,85750223,KVA,1,70,13218,0
LPU-Demand  | LV,490,June,2019,500204482,ERF 1140 of CITY AND SUBURBAN,T0IR0133000000011400000000,Non Residential,206,MARSHALL STREET,CITY AND SUBURBAN,220020958,3002676356,85750223,KWH,2,7128,4680,0
LPU-Demand  | LV,491,June,2019,500204482,ERF 1140 of CITY AND SUBURBAN,T0IR0133000000011400000000,Non Residential,206,MARSHALL STREET,CITY AND SUBURBAN,220020958,3002676356,85750223,KRH,3,84,17,0
LPU-Demand  | LV,492,June,2019,505730256,ERF 1159 of CITY AND SUBURBAN,T0IR0133000000011590000000,Non Residential,60,GOUD STREET,CITY AND SUBURBAN,220020997,3002667890,93935233,KVA,1,70,13104,0
