category,ordinal,month,year,rateaccount,property,sgid,type,streetnumber,streetname,suburb,account,install,device,uomdesc,uom,readings,afterrandvalue,randvalue,
LPU-Demand  | LV,381,May,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016013,3002672701,80395560,KWH,2,888000,582972,0
LPU-Demand  | LV,382,May,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016013,3002672701,80395560,KVA,1,952,178214,0
LPU-Demand  | LV,383,May,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016020,3002672708,85750066,KWH,2,77854,51111,0
LPU-Demand  | LV,384,May,2019,501831045,ERF 1153 of MARSHALLS TOWN,T0IR0422000000011530000000,Non Residential,49,MAIN STREET,MARSHALLS TOWN,220016020,3002672708,85750066,KVA,1,115,21528,0
LPU-Demand  | LV,385,May,2019,554963165,ERF 1154 of MARSHALLS TOWN,T0IR0422000000011540000000,Non Residential,53,MAIN STREET,MARSHALLS TOWN,220016038,3002672710,63029360,KVA,1,70,13104,0
LPU-Demand  | LV,386,May,2019,554963165,ERF 1154 of MARSHALLS TOWN,T0IR0422000000011540000000,Non Residential,53,MAIN STREET,MARSHALLS TOWN,220016038,3002672710,63029360,KWH,2,14738,9676,0
LPU-Demand  | LV,387,May,2019,501786603,ERF 1253 of MARSHALLS TOWN,T0IR0422000000012530000000,Non Residential,32,ANDERSON STREET,MARSHALLS TOWN,220016197,3002676634,80395300,KRH,3,19098,3749,0
LPU-Demand  | LV,388,May,2019,501786603,ERF 1253 of MARSHALLS TOWN,T0IR0422000000012530000000,Non Residential,32,ANDERSON STREET,MARSHALLS TOWN,220016197,3002676634,80395300,KWH,2,687184,451136,0
LPU-Demand  | LV,389,May,2019,501786603,ERF 1253 of MARSHALLS TOWN,T0IR0422000000012530000000,Non Residential,32,ANDERSON STREET,MARSHALLS TOWN,220016197,3002676634,80395300,KVA,1,661,123739,0
LPU-Demand  | LV,390,May,2019,501832401,ERF 1042 of MARSHALLS EXT.1,T0IR0422001000010420000000,Non Residential,17,THORPE STREET,MARSHALLS TOWN,220016260,3002672830,80395463,KWH,2,50988,33474,0
LPU-Demand  | LV,391,May,2019,501832401,ERF 1042 of MARSHALLS EXT.1,T0IR0422001000010420000000,Non Residential,17,THORPE STREET,MARSHALLS TOWN,220016260,3002672830,80395463,KVA,1,70,13110,0
LPU-Demand  | LV,392,May,2019,501826084,ERF 162 of SELBY,T0IR0597000000001620000000,Non Residential,26,LOVEDAY STREET,SELBY,220016503,3002668143,63193387,KWH,2,79496,52189,0
LPU-Demand  | LV,393,May,2019,501826084,ERF 162 of SELBY,T0IR0597000000001620000000,Non Residential,26,LOVEDAY STREET,SELBY,220016503,3002668143,63193387,KVA,1,136,25515,0
LPU-Demand  | LV,394,May,2019,505328202,ERF 202 of SELBY,T0IR0597000000002020000000,Non Residential,171,ELOFF STREET,SELBY,220016567,3003412021,63030034.,KVA,1,134,25085,0
LPU-Demand  | LV,395,May,2019,505328202,ERF 202 of SELBY,T0IR0597000000002020000000,Non Residential,171,ELOFF STREET,SELBY,220016567,3003412021,63030034.,KWH,2,46838,30750,0
LPU-Demand  | LV,396,May,2019,504325167,ERF 325 of SELBY,T0IR0597000000003250000000,Non Residential,30,JOHN STREET WEST,SELBY,220016574,3002668179,98369973,KWH,2,14574,9568,0
LPU-Demand  | LV,397,May,2019,504325167,ERF 325 of SELBY,T0IR0597000000003250000000,Non Residential,30,JOHN STREET WEST,SELBY,220016574,3002668179,98369973,KVA,1,70,13104,0
LPU-Demand  | LV,398,May,2019,504325167,ERF 325 of SELBY,T0IR0597000000003250000000,Non Residential,30,JOHN STREET WEST,SELBY,220016574,3002668179,98369973,KRH,3,803,158,0
LPU-Demand  | LV,399,May,2019,501839911,ERF 512 of SELBY EXT.11,T0IR0597011000005120000000,Non Residential,6,PROP STREET,SELBY,220016609,3002668191,80395275,KVA,1,70,13104,0
LPU-Demand  | LV,400,May,2019,501839911,ERF 512 of SELBY EXT.11,T0IR0597011000005120000000,Non Residential,6,PROP STREET,SELBY,220016609,3002668191,80395275,KWH,2,1548,1016,0
LPU-Demand  | LV,401,May,2019,501839911,ERF 512 of SELBY EXT.11,T0IR0597011000005120000000,Non Residential,6,PROP STREET,SELBY,220016609,3002668191,80395275,KRH,3,253,50,0
LPU-Demand  | LV,402,May,2019,500197490,ERF 2 of ELECTRON,T0IR0218000000000020000000,Non Residential,6,ENERGY ROAD,ELECTRON,220016951,3002671978,98452857,KWH,2,76810,50426,0
LPU-Demand  | LV,403,May,2019,500197490,ERF 2 of ELECTRON,T0IR0218000000000020000000,Non Residential,6,ENERGY ROAD,ELECTRON,220016951,3002671978,98452857,KRH,3,19867,3900,0
LPU-Demand  | LV,404,May,2019,500197490,ERF 2 of ELECTRON,T0IR0218000000000020000000,Non Residential,6,ENERGY ROAD,ELECTRON,220016951,3002671978,98452857,KVA,1,184,34462,0
LPU-Demand  | LV,405,May,2019,500196714,ERF 41 of ELECTRON,T0IR0218000000000410000000,Non Residential,24,MESON ROAD,ELECTRON,220017017,3002672014,98453629,KWH,2,20906,13725,0
LPU-Demand  | LV,406,May,2019,500196714,ERF 41 of ELECTRON,T0IR0218000000000410000000,Non Residential,24,MESON ROAD,ELECTRON,220017017,3002672014,98453629,KRH,3,4096,804,0
LPU-Demand  | LV,407,May,2019,500196714,ERF 41 of ELECTRON,T0IR0218000000000410000000,Non Residential,24,MESON ROAD,ELECTRON,220017017,3002672014,98453629,KVA,1,70,13104,0
LPU-Demand  | LV,408,May,2019,500180249,ERF 54 of ELECTRON,T0IR0218000000000540000000,Non Residential,1,PROTON ROAD,ELECTRON,220017031,3002672025,98369683,KRH,3,34324,6738,0
LPU-Demand  | LV,409,May,2019,500180249,ERF 54 of ELECTRON,T0IR0218000000000540000000,Non Residential,1,PROTON ROAD,ELECTRON,220017031,3002672025,98369683,KWH,2,220892,145016,0
LPU-Demand  | LV,410,May,2019,500180249,ERF 54 of ELECTRON,T0IR0218000000000540000000,Non Residential,1,PROTON ROAD,ELECTRON,220017031,3002672025,98369683,KVA,1,316,59165,0
LPU-Demand  | LV,411,May,2019,504885747,ERF 58 of ELECTRON,T0IR0218000000000580000000,Non Residential,423,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220017056,3002672033,63020769,KWH,2,27110,17798,0
LPU-Demand  | LV,412,May,2019,504885747,ERF 58 of ELECTRON,T0IR0218000000000580000000,Non Residential,423,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220017056,3002672033,63020769,KVA,1,81,15320,0
LPU-Demand  | LV,413,May,2019,504885747,ERF 58 of ELECTRON,T0IR0218000000000580000000,Non Residential,423,SOUTHERN KLIPRIVERSBERG ROAD,ELECTRON,220017056,3002672033,63020769,KRH,3,29,6,0
LPU-Demand  | LV,414,May,2019,500197958,ERF 781 of LINMEYER,T0IR0398000000007810000000,Non Residential,110,DIEDRICKS AVENUE,LINMEYER,220017218,3002674918,93708221,KVA,1,172,32229,0
LPU-Demand  | LV,415,May,2019,500197958,ERF 781 of LINMEYER,T0IR0398000000007810000000,Non Residential,110,DIEDRICKS AVENUE,LINMEYER,220017218,3002674918,93708221,KWH,2,80294,52713,0
LPU-Demand  | LV,416,May,2019,503877313,ERF 1280 of MARSHALLS TOWN,T0IR0422000000012800000000,Non Residential,119,FOX STREET,MARSHALLS TOWN,220017320,3003533660,93708205,KWH,2,108774,71410,0
LPU-Demand  | LV,417,May,2019,503877313,ERF 1280 of MARSHALLS TOWN,T0IR0422000000012800000000,Non Residential,119,FOX STREET,MARSHALLS TOWN,220017320,3003533660,93708205,KVA,1,229,43046,0
LPU-Demand  | LV,418,May,2019,503877313,ERF 1280 of MARSHALLS TOWN,T0IR0422000000012800000000,Non Residential,119,FOX STREET,MARSHALLS TOWN,220017320,3003533660,93708205,KRH,3,6710,1317,0
LPU-Demand  | LV,419,May,2019,500182623,ERF 1173 of MARSHALLS TOWN,T0IR0422000000011730000000,Non Residential,93,FOX STREET,MARSHALLS TOWN,220017480,3002650878,85189596,KWH,2,24728,16234,0
LPU-Demand  | LV,420,May,2019,500182623,ERF 1173 of MARSHALLS TOWN,T0IR0422000000011730000000,Non Residential,93,FOX STREET,MARSHALLS TOWN,220017480,3002650878,85189596,KVA,1,70,13104,0
LPU-Demand  | LV,421,May,2019,500182623,ERF 1173 of MARSHALLS TOWN,T0IR0422000000011730000000,Non Residential,93,FOX STREET,MARSHALLS TOWN,220017480,3002650878,85189596,KRH,3,589,116,0
LPU-Demand  | LV,422,May,2019,500195365,ERF 1218 of MARSHALLS TOWN,T0IR0422000000012180000000,Non Residential,7,ALBERT STREET,MARSHALLS TOWN,220017546,3002670709,63021250,KWH,2,47106,30925,0
LPU-Demand  | LV,423,May,2019,500195365,ERF 1218 of MARSHALLS TOWN,T0IR0422000000012180000000,Non Residential,7,ALBERT STREET,MARSHALLS TOWN,220017546,3002670709,63021250,KRH,3,5170,1015,0
LPU-Demand  | LV,424,May,2019,500195365,ERF 1218 of MARSHALLS TOWN,T0IR0422000000012180000000,Non Residential,7,ALBERT STREET,MARSHALLS TOWN,220017546,3002670709,63021250,KVA,1,90,17016,0
LPU-Demand  | LV,425,May,2019,500182743,Portion 1 of ERF 567 of SOUTH HILLS,T0IR0615000000005670000100,Non Residential,15,ZASTRON ROAD,SOUTH HILLS,220017627,3002670762,93750658,KWH,2,1336,877,0
LPU-Demand  | LV,426,May,2019,500182743,Portion 1 of ERF 567 of SOUTH HILLS,T0IR0615000000005670000100,Non Residential,15,ZASTRON ROAD,SOUTH HILLS,220017627,3002670762,93750658,KVA,1,70,13104,0
LPU-Demand  | LV,427,May,2019,504042176,Portion 2 of ERF 9 of STEELEDALE,T0IR0628000000000090000200,Non Residential,18,STEELE STREET,STEELEDALE,220017793,3002674101,83834782,KVA,1,285,53352,0
LPU-Demand  | LV,428,May,2019,504042176,Portion 2 of ERF 9 of STEELEDALE,T0IR0628000000000090000200,Non Residential,18,STEELE STREET,STEELEDALE,220017793,3002674101,83834782,KWH,2,153188,100568,0
LPU-Demand  | LV,429,May,2019,500199560,REM of ERF 249 of THULISA PARK,T0IR06700000000024900000RE,Non Residential,54,TENNYSON ROAD,TULISA PARK,220017923,3002674170,98370623,KRH,3,20,4,0
LPU-Demand  | LV,430,May,2019,500199560,REM of ERF 249 of THULISA PARK,T0IR06700000000024900000RE,Non Residential,54,TENNYSON ROAD,TULISA PARK,220017923,3002674170,98370623,KWH,2,96,63,0
LPU-Demand  | LV,431,May,2019,500199560,REM of ERF 249 of THULISA PARK,T0IR06700000000024900000RE,Non Residential,54,TENNYSON ROAD,TULISA PARK,220017923,3002674170,98370623,KVA,1,70,13104,0
LPU-Demand  | LV,432,May,2019,500198503,REM of ERF 260 of THULISA PARK,T0IR06700000000026000000RE,Non Residential,181,* *,TULISA PARK,220018050,3002651764,83834833,KVA,1,70,13104,0
LPU-Demand  | LV,433,May,2019,500198503,REM of ERF 260 of THULISA PARK,T0IR06700000000026000000RE,Non Residential,181,* *,TULISA PARK,220018050,3002651764,83834833,KWH,2,16510,10839,0
LPU-Demand  | LV,434,May,2019,500183031,Portion 2 of ERF 263 of THULISA PARK,T0IR0670000000002630000200,Non Residential,147,* *,TULISA PARK,220018081,3002676808,83834445,KWH,2,183720,120612,0
LPU-Demand  | LV,435,May,2019,500183031,Portion 2 of ERF 263 of THULISA PARK,T0IR0670000000002630000200,Non Residential,147,* *,TULISA PARK,220018081,3002676808,83834445,KVA,1,374,70050,0
LPU-Demand  | LV,436,May,2019,504891035,Portion 2 of ERF 264 of THULISA PARK,T0IR0670000000002640000200,Non Residential,44,TENNYSON ROAD,TULISA PARK,220018109,3002651784,351406001873,KVA,1,102,19179,0
LPU-Demand  | LV,437,May,2019,504891035,Portion 2 of ERF 264 of THULISA PARK,T0IR0670000000002640000200,Non Residential,44,TENNYSON ROAD,TULISA PARK,220018109,3002651784,351406001873,KRH,3,8462,1661,0
LPU-Demand  | LV,438,May,2019,504891035,Portion 2 of ERF 264 of THULISA PARK,T0IR0670000000002640000200,Non Residential,44,TENNYSON ROAD,TULISA PARK,220018109,3002651784,351406001873,KWH,2,16872,11076,0
LPU-Demand  | LV,439,May,2019,300857854,ERF 3190 of WITPOORTJIE,T0IQ0496000000031900000000,Non Residential,57,MC GRATH AVENUE,WITPOORTJIE,220018902,3003020474,98369676,KWH,2,385226,252901,0
LPU-Demand  | LV,440,May,2019,300857854,ERF 3190 of WITPOORTJIE,T0IQ0496000000031900000000,Non Residential,57,MC GRATH AVENUE,WITPOORTJIE,220018902,3003020474,98369676,KVA,1,583,109138,0
LPU-Demand  | LV,441,May,2019,300857854,ERF 3190 of WITPOORTJIE,T0IQ0496000000031900000000,Non Residential,57,MC GRATH AVENUE,WITPOORTJIE,220018902,3003020474,98369676,KRH,3,9799,1924,0
LPU-Demand  | LV,442,May,2019,300870260,ERF 3418 of WITPOORTJIE,T0IQ0496000000034180000000,Non Residential,30,GENERAL PIENAAR AVENUE,WITPOORTJIE,220018910,3002669049,63031624,KVA,1,127,23887,0
LPU-Demand  | LV,443,May,2019,300870260,ERF 3418 of WITPOORTJIE,T0IQ0496000000034180000000,Non Residential,30,GENERAL PIENAAR AVENUE,WITPOORTJIE,220018910,3002669049,63031624,KRH,3,11608,2279,0
LPU-Demand  | LV,444,May,2019,300870260,ERF 3418 of WITPOORTJIE,T0IQ0496000000034180000000,Non Residential,30,GENERAL PIENAAR AVENUE,WITPOORTJIE,220018910,3002669049,63031624,KWH,2,82660,54266,0
LPU-Demand  | LV,445,May,2019,300858086,ERF 1227 of WITPOORTJIE EXT.1,T0IQ0496001000012270000000,Non Residential,628,CORLETT AVENUE,WITPOORTJIE,220018941,3002669062,98370096,KRH,3,8979,1763,0
LPU-Demand  | LV,446,May,2019,300858086,ERF 1227 of WITPOORTJIE EXT.1,T0IQ0496001000012270000000,Non Residential,628,CORLETT AVENUE,WITPOORTJIE,220018941,3002669062,98370096,KVA,1,86,16109,0
LPU-Demand  | LV,447,May,2019,300858086,ERF 1227 of WITPOORTJIE EXT.1,T0IQ0496001000012270000000,Non Residential,628,CORLETT AVENUE,WITPOORTJIE,220018941,3002669062,98370096,KWH,2,75250,49402,0
LPU-Demand  | LV,448,May,2019,503699988,ERF 354 of KENILWORTH,T0IR0356000000003540000000,Non Residential,190,DE VILLIERS STREET,KENILWORTH,220019198,3002676865,94918083,KVA,1,172,32311,0
LPU-Demand  | LV,449,May,2019,503699988,ERF 354 of KENILWORTH,T0IR0356000000003540000000,Non Residential,190,DE VILLIERS STREET,KENILWORTH,220019198,3002676865,94918083,KWH,2,148290,97352,0
LPU-Demand  | LV,450,May,2019,503699988,ERF 354 of KENILWORTH,T0IR0356000000003540000000,Non Residential,190,DE VILLIERS STREET,KENILWORTH,220019198,3002676865,94918083,KRH,3,31271,6139,0
LPU-Demand  | LV,451,May,2019,505261237,ERF 1127 of KENILWORTH,T0IR0356000000011270000000,Non Residential,218,BERTHA STREET,KENILWORTH,220019215,3002672376,83834784,KVA,1,438,82179,0
LPU-Demand  | LV,452,May,2019,505261237,ERF 1127 of KENILWORTH,T0IR0356000000011270000000,Non Residential,218,BERTHA STREET,KENILWORTH,220019215,3002672376,83834784,KWH,2,382024,250799,0
LPU-Demand  | LV,453,May,2019,501845182,ERF 1135 of KENILWORTH,T0IR0356000000011350000000,Non Residential,183,MAIN STREET,KENILWORTH,220019222,3002672378,207701035,KVA,1,70,13104,0
LPU-Demand  | LV,454,May,2019,501845182,ERF 1135 of KENILWORTH,T0IR0356000000011350000000,Non Residential,183,MAIN STREET,KENILWORTH,220019222,3002672378,207701035,KWH,2,19392,12731,0
LPU-Demand  | LV,455,May,2019,501845182,ERF 1135 of KENILWORTH,T0IR0356000000011350000000,Non Residential,183,MAIN STREET,KENILWORTH,220019222,3002672378,207701035,KRH,3,1918,377,0
LPU-Demand  | LV,456,May,2019,501870894,REM of ERF 370 of MARSHALLS TOWN,T0IR04220000000037000000RE,Non Residential,134,FOX STREET,MARSHALLS TOWN,220019423,3002653174,96948230,KRH,3,369,73,0
LPU-Demand  | LV,457,May,2019,501870894,REM of ERF 370 of MARSHALLS TOWN,T0IR04220000000037000000RE,Non Residential,134,FOX STREET,MARSHALLS TOWN,220019423,3002653174,96948230,KVA,1,70,13104,0
LPU-Demand  | LV,458,May,2019,501870894,REM of ERF 370 of MARSHALLS TOWN,T0IR04220000000037000000RE,Non Residential,134,FOX STREET,MARSHALLS TOWN,220019423,3002653174,96948230,KWH,2,11884,7802,0
LPU-Demand  | LV,459,May,2019,504390783,ERF 509 of MARSHALLS TOWN,T0IR0422000000005090000000,Non Residential,165,FOX STREET,MARSHALLS TOWN,220019494,3002653202,63024787,KWH,2,10530,6913,0
LPU-Demand  | LV,460,May,2019,504390783,ERF 509 of MARSHALLS TOWN,T0IR0422000000005090000000,Non Residential,165,FOX STREET,MARSHALLS TOWN,220019494,3002653202,63024787,KVA,1,70,13104,0
LPU-Demand  | LV,461,May,2019,501848440,ERF 1195 of MARSHALLS TOWN,T0IR0422000000011950000000,Non Residential,164,COMMISSIONER STREET,MARSHALLS TOWN,220019818,3002676881,96948351,KWH,2,19678,12919,0
LPU-Demand  | LV,462,May,2019,501848440,ERF 1195 of MARSHALLS TOWN,T0IR0422000000011950000000,Non Residential,164,COMMISSIONER STREET,MARSHALLS TOWN,220019818,3002676881,96948351,KVA,1,108,20319,0
LPU-Demand  | LV,463,May,2019,504495024,ERF 1204 of MARSHALLS TOWN,T0IR0422000000012040000000,Non Residential,82,FREDERICK STREET,MARSHALLS TOWN,220019832,3002653285,207701046,KWH,2,32166,21117,0
LPU-Demand  | LV,464,May,2019,504495024,ERF 1204 of MARSHALLS TOWN,T0IR0422000000012040000000,Non Residential,82,FREDERICK STREET,MARSHALLS TOWN,220019832,3002653285,207701046,KVA,1,99,18612,0
LPU-Demand  | LV,465,May,2019,501877339,ERF 787 of ROSETTENVILLE,T0IR0575000000007870000000,Non Residential,197,MABEL STREET,ROSETTENVILLE,220020080,3002676284,94918014,KVA,1,70,13104,0
LPU-Demand  | LV,466,May,2019,501877339,ERF 787 of ROSETTENVILLE,T0IR0575000000007870000000,Non Residential,197,MABEL STREET,ROSETTENVILLE,220020080,3002676284,94918014,KWH,2,17666,11598,0
LPU-Demand  | LV,467,May,2019,501878371,ERF 788 of ROSETTENVILLE,T0IR0575000000007880000000,Non Residential,201,MABEL STREET,ROSETTENVILLE,220020098,3002676285,63029744,KWH,2,22462,14746,0
LPU-Demand  | LV,468,May,2019,501878371,ERF 788 of ROSETTENVILLE,T0IR0575000000007880000000,Non Residential,201,MABEL STREET,ROSETTENVILLE,220020098,3002676285,63029744,KVA,1,70,13104,0
LPU-Demand  | LV,469,May,2019,501865220,ERF 97 of SPRINGFIELD EXT.1,T0IR0623001000000970000000,Non Residential,96,MARLBOROUGH ROAD,SPRINGFIELD,220020242,3002676292,83834666,KVA,1,98,18470,0
LPU-Demand  | LV,470,May,2019,501865220,ERF 97 of SPRINGFIELD EXT.1,T0IR0623001000000970000000,Non Residential,96,MARLBOROUGH ROAD,SPRINGFIELD,220020242,3002676292,83834666,KWH,2,46444,30490,0
LPU-Demand  | LV,471,May,2019,501850217,ERF 28 of STAFFORD,T0IR0627000000000280000000,Non Residential,11,HIPPO ROAD,STAFFORD,220020387,3002676299,96056280,KVA,1,100,18895,0
LPU-Demand  | LV,472,May,2019,501850217,ERF 28 of STAFFORD,T0IR0627000000000280000000,Non Residential,11,HIPPO ROAD,STAFFORD,220020387,3002676299,96056280,KWH,2,33198,21794,0
LPU-Demand  | LV,473,May,2019,504629824,ERF 50 of STAFFORD,T0IR0627000000000500000000,Non Residential,28,STEVENS ROAD,STAFFORD,220020404,3002676302,83834732,KVA,1,70,13104,0
LPU-Demand  | LV,474,May,2019,504629824,ERF 50 of STAFFORD,T0IR0627000000000500000000,Non Residential,28,STEVENS ROAD,STAFFORD,220020404,3002676302,83834732,KWH,2,12840,8431,0
LPU-Demand  | LV,475,May,2019,503996927,ERF 80 of STAFFORD,T0IR0627000000000800000000,Non Residential,36,STEVENS ROAD,STAFFORD,220020468,3002669770,98453093,KWH,2,34174,22435,0
LPU-Demand  | LV,476,May,2019,503996927,ERF 80 of STAFFORD,T0IR0627000000000800000000,Non Residential,36,STEVENS ROAD,STAFFORD,220020468,3002669770,98453093,KRH,3,1990,391,0
LPU-Demand  | LV,477,May,2019,503996927,ERF 80 of STAFFORD,T0IR0627000000000800000000,Non Residential,36,STEVENS ROAD,STAFFORD,220020468,3002669770,98453093,KVA,1,79,14860,0
LPU-Demand  | LV,478,May,2019,504997659,ERF 63 of STAFFORD EXT.2,T0IR0627002000000630000000,Non Residential,105,TURFFONTEIN ROAD,STAFFORD,220020490,3002676313,93936787,KVA,1,134,25175,0
LPU-Demand  | LV,479,May,2019,504997659,ERF 63 of STAFFORD EXT.2,T0IR0627002000000630000000,Non Residential,105,TURFFONTEIN ROAD,STAFFORD,220020490,3002676313,93936787,KWH,2,30904,20290,0
LPU-Demand  | LV,480,May,2019,503709509,ERF 75 of STAFFORD EXT.2,T0IR0627002000000750000000,Non Residential,83,TURFFONTEIN ROAD,STAFFORD,220020531,3002676320,94918082,KWH,2,22192,14569,0
LPU-Demand  | LV,481,May,2019,503709509,ERF 75 of STAFFORD EXT.2,T0IR0627002000000750000000,Non Residential,83,TURFFONTEIN ROAD,STAFFORD,220020531,3002676320,94918082,KRH,3,6244,1226,0
LPU-Demand  | LV,482,May,2019,503709509,ERF 75 of STAFFORD EXT.2,T0IR0627002000000750000000,Non Residential,83,TURFFONTEIN ROAD,STAFFORD,220020531,3002676320,94918082,KVA,1,70,13104,0
LPU-Demand  | LV,483,May,2019,551184361,ERF 744 of BASSONIA EXT.1,T0IR0040001000007440000000,Non Residential,40,SOETDORING AVENUE,BASSONIA,220020690,3003533676,80395268,KVA,1,472,88358,0
LPU-Demand  | LV,484,May,2019,551184361,ERF 744 of BASSONIA EXT.1,T0IR0040001000007440000000,Non Residential,40,SOETDORING AVENUE,BASSONIA,220020690,3003533676,80395268,KWH,2,430000,282295,0
LPU-Demand  | LV,485,May,2019,500204362,ERF 122 of CITY AND SUBURBAN,T0IR0133000000001220000000,Non Residential,220,FOX STREET,CITY AND SUBURBAN,220020764,3002676348,93935251,KRH,3,1580,310,0
LPU-Demand  | LV,486,May,2019,500204362,ERF 122 of CITY AND SUBURBAN,T0IR0133000000001220000000,Non Residential,220,FOX STREET,CITY AND SUBURBAN,220020764,3002676348,93935251,KVA,1,70,13104,0
LPU-Demand  | LV,487,May,2019,500204362,ERF 122 of CITY AND SUBURBAN,T0IR0133000000001220000000,Non Residential,220,FOX STREET,CITY AND SUBURBAN,220020764,3002676348,93935251,KWH,2,2682,1761,0
LPU-Demand  | LV,488,May,2019,500235674,ERF 177 of CITY AND SUBURBAN,T0IR0133000000001770000000,Non Residential,49,GOUD STREET,CITY AND SUBURBAN,220020806,3002673354,93935211,KWH,2,14846,9746,0
LPU-Demand  | LV,489,May,2019,500235674,ERF 177 of CITY AND SUBURBAN,T0IR0133000000001770000000,Non Residential,49,GOUD STREET,CITY AND SUBURBAN,220020806,3002673354,93935211,KVA,1,70,13104,0
LPU-Demand  | LV,490,May,2019,500235674,ERF 177 of CITY AND SUBURBAN,T0IR0133000000001770000000,Non Residential,49,GOUD STREET,CITY AND SUBURBAN,220020806,3002673354,93935211,KRH,3,1111,218,0
LPU-Demand  | LV,491,May,2019,550197424,ERF 977 of CITY AND SUBURBAN,T0IR0133000000009770000000,Vacant Land,2,POLLY,CITY AND SUBURBAN,220020940,3002650063,98370405,KRH,3,280,55,0
LPU-Demand  | LV,492,May,2019,550197424,ERF 977 of CITY AND SUBURBAN,T0IR0133000000009770000000,Vacant Land,2,POLLY,CITY AND SUBURBAN,220020940,3002650063,98370405,KVA,1,70,13104,0
LPU-Demand  | LV,493,May,2019,550197424,ERF 977 of CITY AND SUBURBAN,T0IR0133000000009770000000,Vacant Land,2,POLLY,CITY AND SUBURBAN,220020940,3002650063,98370405,KWH,2,18456,12116,0
LPU-Demand  | LV,494,May,2019,500204482,ERF 1140 of CITY AND SUBURBAN,T0IR0133000000011400000000,Non Residential,206,MARSHALL STREET,CITY AND SUBURBAN,220020958,3002676356,85750223,KRH,3,403,79,0
LPU-Demand  | LV,495,May,2019,500204482,ERF 1140 of CITY AND SUBURBAN,T0IR0133000000011400000000,Non Residential,206,MARSHALL STREET,CITY AND SUBURBAN,220020958,3002676356,85750223,KVA,1,70,13218,0
LPU-Demand  | LV,496,May,2019,500204482,ERF 1140 of CITY AND SUBURBAN,T0IR0133000000011400000000,Non Residential,206,MARSHALL STREET,CITY AND SUBURBAN,220020958,3002676356,85750223,KWH,2,8954,5878,0
